establishment_number,upn,surname,forename,middlenames,preferred_surname,former_surname,gender,date_of_birth,enrol_status,entry_date,nc_year_actual,termly_sessions_possible,termly_sessions_authorised,termly_sessions_unauthorised,illness_authorised,medical_authorised,religious_authorised,study_leave_authorised,traveller_authorised,holiday_authorised,excluded_authorised,other_authorised,holiday_unauthorised,late_unauthorised,other_unauthorised,unknown_unauthorised
158503,fc44e371-ce09-4c84-af0f-a4f310cca669,,,,,,F,,Leaver,2010-09-01 00:00:00,9,130,4,0,1,0,0,34,0,2,0,1,3,0,0,0
201660,c132ca0a-1e6b-4c31-b95d-570b0278d28a,,,,,,F,,Leaver,2014-09-05 00:00:00,9,111,3,0,1,3,0,14,1,0,1,2,2,1,5,0
236703,e47a64fc-7e1d-4671-8fe7-521c7ef261bf,,,,,,F,,C,2013-09-16 00:00:00,7,95,5,0,6,2,1,27,3,2,1,6,1,0,3,1
193144,eb72fa09-511a-4995-b9e3-f5012a7b0cd0,,,,,,F,,Leaver,2011-09-05 00:00:00,12,116,7,0,1,1,0,15,3,1,0,2,4,0,14,1
176612,391a41e5-cd7c-435d-8f27-72aad582e0af,,,,,,F,,C,2010-09-01 00:00:00,11,112,1,0,8,2,1,26,3,2,3,0,2,2,6,0
149079,3203a27f-d0d9-4cb3-9792-32bb6a1f8516,,,,,,F,,C,2012-09-01 00:00:00,12,139,5,0,7,1,0,17,2,0,6,2,1,0,3,0
240302,c99ce421-e83d-40b6-ad25-de53fd1a86bf,,,,,,M,,Leaver,2014-09-01 00:00:00,9,131,9,0,5,2,0,1,1,1,3,6,7,1,11,1
197175,52698c8e-99f2-4644-b552-8b2dee21c0f4,,,,,,F,,Leaver,2014-09-08 00:00:00,9,129,4,0,3,1,1,14,1,0,3,0,2,1,3,1
233239,44a1ade9-9fae-46fa-9d48-8e18e4ad11bb,,,,,,M,,C,2011-09-07 00:00:00,9,137,4,0,3,1,0,8,1,0,0,0,0,1,6,0
183992,084c3770-38e7-494c-859f-917fb19e4333,,,,,,F,,Leaver,2013-09-05 00:00:00,11,112,1,0,6,2,0,12,3,0,0,2,3,0,5,0
221242,e73b57e4-cf20-4576-b956-d00d2dd7925f,,,,,,M,,C,2014-09-01 00:00:00,8,119,1,0,5,1,0,14,0,0,0,4,0,1,1,0
172125,f1159a20-9387-4ce2-a62d-b21f337afc85,,,,,,M,,C,2011-09-07 00:00:00,11,95,6,0,0,0,0,12,4,1,1,3,1,1,1,0
153582,7953e0c3-eaf9-4889-8cde-32f7b4bbb691,,,,,,M,,C,2011-09-07 00:00:00,8,123,4,0,2,1,0,10,2,1,0,3,3,1,1,1
207340,e20481ef-aee3-4406-8ba7-1d95e2bc35a3,,,,,,F,,C,2013-06-03 00:00:00,10,112,5,0,0,1,0,11,1,1,1,5,0,1,2,1
224076,be2f5a5f-3fd0-4cec-b667-cc44f4700b70,,,,,,M,,C,2014-09-04 00:00:00,10,102,0,0,0,1,1,30,1,0,0,1,1,0,8,0
218983,35e75881-9009-4379-949b-adcebf4e1a11,,,,,,F,,C,2013-09-01 00:00:00,8,78,1,0,3,2,0,27,4,1,1,3,0,0,3,0
237015,43df320a-5205-4b53-b4fe-ecbc11081a34,,,,,,F,,C,2013-09-04 00:00:00,11,95,3,0,4,1,0,14,1,0,3,2,2,1,2,0
170409,10e10c07-5b06-4fd0-a123-58e7539bd7b0,,,,,,F,,Leaver,2011-09-07 00:00:00,7,93,1,0,6,1,0,14,3,1,3,7,4,0,6,0
159663,f05da17f-f6ac-4299-9fdb-679abdacf707,,,,,,F,,Leaver,2014-09-03 00:00:00,9,134,2,0,3,2,0,31,1,1,2,3,1,0,14,0
224946,943d0616-fa4f-41d8-886a-b2b036adcdea,,,,,,M,,Leaver,2010-09-02 00:00:00,Leaver,89,1,0,1,1,0,59,1,0,0,0,1,0,2,0
200293,ae38ea40-dc33-4a6f-b2ae-034719e811c3,,,,,,M,,C,2010-09-01 00:00:00,9,114,0,0,7,3,0,14,1,1,0,2,4,1,1,0
190104,41a3fefb-2e69-497d-8faf-6cf0f6ac30fe,,,,,,F,,C,2014-09-03 00:00:00,8,119,9,0,4,1,0,2,1,1,2,1,1,0,7,0
197677,3c6a2b53-454c-4eba-a8cc-e151d248719a,,,,,,M,,C,2012-09-04 00:00:00,9,84,5,0,3,2,0,11,3,1,2,3,1,0,13,0
244925,7cf39e97-929c-467d-9b15-02b2fa36f8b9,,,,,,F,,C,2014-09-01 00:00:00,Leaver,122,4,0,2,1,0,8,4,0,1,4,1,0,6,1
219368,757b53e9-709d-4863-8f46-ca7706103008,,,,,,F,,C,2014-09-03 00:00:00,11,125,6,0,4,1,0,13,3,0,1,0,2,0,4,1
160138,b46a6e21-e9de-4652-a6e7-759f02caa3ac,,,,,,F,,Leaver,2010-09-01 00:00:00,7,116,6,0,2,1,0,24,5,1,3,2,2,0,8,0
154203,bbccb7b2-957e-4ab2-ae44-cc86951ea8e1,,,,,,M,,C,2014-09-03 00:00:00,9,129,4,0,3,2,0,8,5,0,1,4,2,0,5,0
248872,42a560c4-6f7b-4cba-b178-57f293678c93,,,,,,M,,C,2010-09-02 00:00:00,12,114,1,0,3,2,0,47,0,0,1,1,1,0,1,1
207728,6e2aa259-ee06-416f-ad12-1036992061a8,,,,,,M,,C,2013-09-03 00:00:00,8,138,10,0,4,2,0,1,2,1,1,6,3,0,5,0
218648,7bae377b-11fb-4ee5-b37d-06bd22d9151f,,,,,,M,,Leaver,2014-09-04 00:00:00,12,85,5,0,6,2,1,31,2,0,3,1,3,1,6,0
203070,42b73caa-48fe-4350-bc81-e618684b6cc1,,,,,,F,,C,2014-09-03 00:00:00,9,89,5,0,2,0,0,7,3,1,3,8,1,1,5,0
199285,29a1a029-8bbc-4bd5-91d7-229890e6a71b,,,,,,M,,C,2014-09-04 00:00:00,11,126,2,0,9,2,0,4,0,1,2,2,2,0,0,0
182193,c6a5f2b8-0356-4cb9-87e4-fb863e8b2142,,,,,,M,,C,2012-09-06 00:00:00,12,126,3,0,6,1,0,14,4,0,0,4,1,0,3,0
189105,37f3ef2c-da01-4f8b-a21b-31e9f052b5bb,,,,,,F,,Leaver,2013-09-03 00:00:00,8,130,3,0,10,0,1,4,5,3,1,1,2,0,5,0
242000,63b0adf6-a848-40b1-9c22-c338172f8a67,,,,,,M,,C,2010-09-02 00:00:00,10,105,4,0,1,0,0,20,7,1,0,1,1,0,0,0
183115,d4fff411-71d5-4e6b-938c-49c5d615b642,,,,,,M,,C,2012-04-01 00:00:00,12,127,1,0,16,4,0,12,1,1,0,4,1,0,11,0
271282,66a893da-f98d-4179-bfc1-d878947c87e6,,,,,,M,,C,2012-09-05 00:00:00,10,123,3,0,5,3,0,5,3,1,0,0,3,0,4,1
180568,5a97e691-99b8-4f2e-a057-5b6972bcd9a0,,,,,,F,,C,2011-09-07 00:00:00,11,107,1,0,3,0,0,9,1,0,1,2,1,0,0,0
170140,c271f625-96d5-4dce-b437-4157a133a0a7,,,,,,M,,C,2012-09-04 00:00:00,9,135,1,0,8,2,0,3,1,1,1,7,4,1,15,0
88362,516aee53-682a-43c1-8ba2-0bc57a8d9ff4,,,,,,M,,C,2013-10-25 00:00:00,8,128,5,0,4,0,0,6,6,2,2,3,1,0,8,0
181553,4f9f7e3b-0ebf-4258-a824-243903b9bdce,,,,,,F,,C,2014-09-04 00:00:00,8,129,0,0,13,1,0,4,1,0,2,0,2,1,3,0
193186,d64ec38b-43df-4b3d-8a59-e773eee7791d,,,,,,F,,C,2012-09-06 00:00:00,10,122,1,0,12,0,0,15,0,0,1,8,0,0,9,0
147923,83668fe0-f908-47d8-a0aa-0aa3e1584e74,,,,,,F,,C,2011-09-05 00:00:00,8,82,1,0,14,2,0,35,1,0,2,0,4,1,11,0
289214,1fe89a36-7d10-4a27-88e4-f6a8f91c3529,,,,,,M,,C,2011-09-07 00:00:00,9,123,1,0,9,2,0,2,0,1,0,3,2,1,3,0
127723,8b41a8cc-bdb2-4f0a-9d83-bf3cad00d51d,,,,,,M,,C,2012-09-06 00:00:00,10,128,3,0,0,0,0,10,1,0,1,0,1,0,4,0
220273,4f7c9c22-183c-4c8d-b5ff-a0467fc3c957,,,,,,F,,C,2010-09-02 00:00:00,10,113,1,0,4,0,1,23,5,1,3,2,3,1,0,0
172319,efd64b01-5a70-4653-b84c-0ef65d41e086,,,,,,F,,C,2012-09-03 00:00:00,10,112,3,0,1,0,1,11,4,2,3,0,0,0,11,0
158557,1b88fb9f-5543-4ded-b3f3-301ebcdc8c72,,,,,,M,,C,2014-09-01 00:00:00,9,108,5,0,11,2,0,7,3,1,0,1,3,0,5,1
186877,9cd84c00-5521-4699-802e-27ed802ad589,,,,,,M,,C,2011-09-05 00:00:00,8,134,4,0,5,0,0,6,5,1,0,0,2,0,4,0
231912,1875aa97-65ec-4dfc-ba4d-1e5cdcaeff46,,,,,,F,,C,2014-09-04 00:00:00,10,94,2,0,13,2,0,37,4,1,1,2,1,1,0,0
148067,f1407c72-9291-427d-b6a4-e10bceeb9dac,,,,,,M,,C,2012-09-05 00:00:00,11,127,1,0,4,1,0,7,1,1,2,4,1,0,6,0
167675,dcd5440d-5ae8-43ab-b152-d7d719d907d3,,,,,,F,,C,2010-09-02 00:00:00,11,114,1,0,2,0,0,31,4,0,2,7,3,0,1,0
161774,beb0d54e-8111-4955-ac4b-94031555c1be,,,,,,M,,C,2013-09-03 00:00:00,9,137,9,0,8,1,0,11,5,2,2,6,2,1,5,0
190017,e72d9b2e-17de-4f46-9f7b-b3f06f019acb,,,,,,M,,Leaver,2013-09-05 00:00:00,9,132,3,0,3,2,0,2,6,0,1,1,2,0,10,0
236196,6edf3b77-ab6b-457b-aa86-ebf399be3662,,,,,,F,,C,2011-09-07 00:00:00,10,116,4,0,14,1,0,58,0,0,0,0,0,1,1,0
140919,ae6e55fc-8d48-4aa5-84f7-27c8a841154d,,,,,,F,,Leaver,2010-09-01 00:00:00,12,119,5,0,2,4,0,4,2,0,2,2,3,1,9,0
180569,49d689c1-10e4-4de9-8f6a-85eb754477a0,,,,,,M,,Leaver,2014-09-04 00:00:00,11,113,4,0,9,1,0,26,4,0,0,1,1,1,12,0
167713,5f36b02c-2d17-49d8-ba6c-b32e41fa41c8,,,,,,M,,Leaver,2014-09-04 00:00:00,8,115,3,0,1,0,0,29,0,1,4,0,1,0,3,0
239500,0ba13ab5-9642-4460-b929-82390e343d38,,,,,,F,,C,2013-09-04 00:00:00,7,105,4,0,1,2,0,31,1,1,2,2,1,1,2,0
200254,61e87bb9-8209-4525-aeea-0d9a7bcceeb0,,,,,,F,,C,2010-09-01 00:00:00,12,86,1,0,19,5,0,32,4,1,1,1,0,0,2,0
192281,180a0be8-b48e-4ea8-878f-6409b1d15490,,,,,,M,,C,2012-09-04 00:00:00,8,127,1,0,4,2,1,1,4,1,3,4,1,1,9,0
245806,11a820d4-4390-4d9c-8b66-8d4bcdd1ecc6,,,,,,F,,C,2010-09-06 00:00:00,9,113,2,0,7,2,0,4,0,1,0,4,0,0,2,0
258488,73fe4453-0950-453d-b454-4b8f75ae91d4,,,,,,F,,C,2011-09-07 00:00:00,8,137,0,0,21,5,0,1,1,0,2,0,1,1,1,0
213623,37107a2d-ce56-47a1-9b98-554f2e862540,,,,,,F,,C,2015-01-06 00:00:00,9,117,1,0,2,2,0,1,1,0,2,0,0,0,3,0
223025,2f04d2ef-c0ec-4c4b-a849-2e0e2625b2cc,,,,,,F,,C,2013-09-03 00:00:00,Leaver,125,7,0,4,2,0,36,3,1,1,5,1,1,1,0
190926,ea62d43a-8a1e-41ce-8f4d-0c608f116d8f,,,,,,M,,C,2010-09-01 00:00:00,11,123,1,0,6,1,1,21,3,0,2,0,2,0,3,0
192345,70e0c424-72f6-41cf-acb5-f9f237cb0d0d,,,,,,F,,C,2013-09-03 00:00:00,10,123,5,0,2,3,1,7,0,0,1,1,2,1,10,0
210018,45d3fc1c-69c7-4943-a147-a424af9026bf,,,,,,F,,Leaver,2013-09-05 00:00:00,12,74,0,0,3,2,0,50,1,0,0,0,0,2,3,0
192202,5198d2bf-f469-44c1-a541-eab5586f95b7,,,,,,F,,Leaver,2014-09-01 00:00:00,10,64,2,0,1,0,0,52,2,0,1,0,5,1,4,0
201078,05d36f2b-caf6-4af9-ab6c-6b12824f8aa5,,,,,,M,,C,2012-09-04 00:00:00,8,131,1,0,20,2,0,4,3,1,2,3,3,1,2,1
204934,d980f807-10c6-4974-b878-74381bb43f11,,,,,,F,,C,2012-09-05 00:00:00,9,124,5,0,0,0,0,8,1,2,1,2,3,0,6,0
223478,b1d34068-97c5-4311-b118-0a57ceac1bb5,,,,,,M,,C,2010-09-02 00:00:00,11,133,2,0,3,0,0,3,4,1,3,4,1,1,4,0
218294,d1e47b24-8798-4e61-bff8-28b01e8438c2,,,,,,M,,M,2013-09-05 00:00:00,7,140,1,0,2,2,0,4,1,1,0,2,2,1,5,0
208618,9575e018-947c-43a2-a73d-edab4c3fa4b1,,,,,,F,,C,2013-09-03 00:00:00,Leaver,98,6,0,8,1,0,33,8,1,2,2,0,1,1,0
193190,6ce53fb7-9b49-4a12-824c-ba74e7de8308,,,,,,M,,C,2013-09-04 00:00:00,8,131,5,0,11,1,0,3,2,0,1,1,0,1,0,0
161620,d4ad9378-51f4-4f62-aed4-83c78828e2cc,,,,,,F,,C,2012-09-04 00:00:00,11,113,2,0,7,0,0,12,2,1,2,5,2,1,4,0
193748,4eb3fb71-d88d-45dc-a937-837679040d0f,,,,,,M,,Leaver,2012-09-04 00:00:00,Leaver,109,6,0,9,1,0,11,0,0,2,5,0,1,4,0
190876,9f7ccb46-7157-4cb9-aab6-44426cff0d90,,,,,,F,,Leaver,2012-09-06 00:00:00,Leaver,83,5,0,0,1,0,39,0,0,1,1,0,0,12,0
248246,3ee754fa-8fc1-4a71-b569-e07f1aacdb1b,,,,,,F,,Leaver,2013-09-03 00:00:00,12,114,1,0,8,1,0,24,3,0,0,0,1,0,6,0
164482,b0ff0c3d-b7af-47f3-81ce-95b143f7304f,,,,,,F,,C,2013-09-03 00:00:00,8,138,5,0,7,2,0,1,3,0,0,0,0,1,3,0
191333,11c8fda0-8853-4105-bd1f-4c8f7dcacd82,,,,,,F,,C,2010-09-01 00:00:00,11,140,5,0,18,1,0,6,0,2,0,1,2,0,4,0
202826,47699340-4fca-41f2-9bac-628aa72cf28c,,,,,,M,,C,2011-09-07 00:00:00,11,113,4,0,3,0,1,11,4,1,2,0,2,1,3,0
161765,87a72de5-5b13-4bc6-9e23-ee390ddbfcbc,,,,,,F,,C,2014-09-18 00:00:00,8,111,0,0,1,0,0,10,3,1,1,2,2,0,8,0
161223,730a1327-40c1-4792-b93f-19b0c24d7623,,,,,,F,,Leaver,2013-09-05 00:00:00,9,111,2,0,2,3,1,32,5,1,3,2,2,1,10,0
225894,9f606cda-b034-4421-9eae-a1cb920288af,,,,,,M,,Leaver,2012-09-01 00:00:00,10,94,2,0,4,2,0,14,1,1,1,1,1,0,6,0
127649,1de08f6a-c661-4884-8f8e-2e5d6dfafaf4,,,,,,M,,C,2013-09-03 00:00:00,8,135,2,0,2,1,0,1,0,0,0,1,4,1,1,0
172862,e19e6762-61cf-41a3-8c66-ba1928797a1e,,,,,,M,,C,2013-09-05 00:00:00,9,136,4,0,0,0,1,9,1,0,1,4,2,0,2,0
206312,ede03d65-b051-4ce0-8eb2-2dc010dcdab6,,,,,,F,,Leaver,2013-09-02 00:00:00,8,102,1,0,4,1,1,25,2,0,0,1,1,0,2,0
262695,ad54d48b-1f6f-4ade-ba06-d45e9960561d,,,,,,F,,C,2013-09-04 00:00:00,12,121,2,0,3,1,0,29,2,1,1,6,1,1,3,0
203709,0bd7bba0-9852-452c-8e69-6b7871d37c6e,,,,,,F,,C,2014-09-09 00:00:00,7,87,6,0,11,3,0,14,6,0,1,2,0,1,9,0
227143,035791c5-64b5-45af-be29-246a13218aad,,,,,,F,,C,2014-09-01 00:00:00,11,131,1,0,4,1,0,1,2,1,3,2,1,0,1,0
210059,5b77ec7b-ff40-4ea4-9e8a-a632b92bfe41,,,,,,F,,Leaver,2013-09-06 00:00:00,12,127,1,0,1,0,0,19,2,1,1,8,1,0,3,0
250732,b5a66b94-6ef0-4814-8851-d805a827ae17,,,,,,F,,C,2013-09-03 00:00:00,11,135,2,0,8,0,0,23,3,0,2,5,4,1,7,0
251030,d2165747-5cda-43ff-9abb-7fdec8159a26,,,,,,M,,C,2013-09-05 00:00:00,11,120,3,0,7,4,1,10,3,1,0,5,1,0,1,0
191820,9114d5d3-a27a-480b-af20-d34a73adfca1,,,,,,F,,C,2013-09-05 00:00:00,Leaver,115,3,0,2,1,1,18,1,1,0,3,1,0,3,0
281129,098c6284-131e-4c94-aaa5-9e5b310ff5e5,,,,,,F,,C,2014-09-04 00:00:00,12,105,10,0,12,2,0,21,3,0,1,4,2,0,1,0
178799,a81766f6-a88b-4112-91ce-d8af21f4f560,,,,,,F,,C,2014-09-01 00:00:00,8,139,5,0,6,0,1,8,3,1,0,0,1,0,1,0
88597,5ae2de30-75d7-48e6-83ce-c2dc3b7af39e,,,,,,F,,C,2014-09-03 00:00:00,11,115,1,0,6,1,0,12,2,0,2,0,2,1,2,0
181212,29c060b7-6609-4fb4-864a-b4cac9e3647e,,,,,,F,,C,2014-09-01 00:00:00,8,136,3,0,9,1,0,1,1,0,1,2,0,0,12,0
171294,34b39a06-9adf-4ce7-af3b-da98a4b3aea2,,,,,,M,,C,2011-09-07 00:00:00,8,129,0,0,10,2,0,5,4,1,1,2,3,1,5,1
214566,e4ed870f-1a18-436e-afe2-79050dda3336,,,,,,F,,C,2010-09-02 00:00:00,10,104,0,0,17,3,0,30,1,0,1,4,1,0,4,0
163488,b4677116-a134-42fe-8dd9-c5708666eecb,,,,,,F,,C,2013-09-03 00:00:00,8,140,2,0,7,1,0,1,0,2,0,1,2,0,1,0
195966,3f8ed849-6ed8-44a0-b484-81505b7e0d5f,,,,,,M,,Leaver,2014-09-04 00:00:00,12,120,5,0,7,4,0,6,1,2,2,3,3,1,12,0
183874,53996140-0923-41c4-a014-35aa77c3898a,,,,,,M,,C,2012-09-06 00:00:00,11,106,4,0,4,1,0,17,1,0,1,0,1,1,4,1
216074,5b937611-e514-4c91-8198-3acffb94bbb1,,,,,,F,,C,2013-09-05 00:00:00,8,125,1,0,29,2,0,1,0,1,2,4,2,0,0,0
202465,78893d38-3750-42f5-a566-26b5b16cd66c,,,,,,M,,C,2010-09-02 00:00:00,9,131,1,0,9,1,0,19,2,1,1,6,3,1,1,0
185822,7de9402c-a81c-4967-8c2c-e20d5fa536d5,,,,,,F,,C,2014-09-03 00:00:00,10,127,2,0,4,1,0,11,1,0,0,1,1,1,6,0
265399,73aab3f8-a454-4691-a597-049cffd54cf6,,,,,,M,,C,2011-09-07 00:00:00,8,105,6,0,12,3,1,2,5,3,2,2,0,1,3,0
163294,21f84466-286b-4d7e-8090-a9f5bdfec3c2,,,,,,F,,Leaver,2014-09-03 00:00:00,10,131,10,0,5,1,1,10,2,0,0,1,1,1,2,0
135079,387a7219-e314-45b4-a881-d213b1d26cdb,,,,,,F,,C,2011-09-07 00:00:00,8,138,4,0,3,0,1,23,2,1,0,0,0,0,6,0
210689,98077e3b-7317-4228-84d1-af52ebf14ff2,,,,,,F,,C,2010-09-01 00:00:00,7,81,7,0,4,3,0,29,3,2,1,3,0,0,6,0
235957,ccaa6e11-c4c5-466f-a0e8-e5ab55b8aada,,,,,,M,,C,2011-09-07 00:00:00,11,112,2,0,1,3,0,10,6,2,5,3,1,1,4,0
209811,f7680df3-e541-4177-87d7-bdeea2c42120,,,,,,F,,C,2014-09-03 00:00:00,8,113,3,0,5,1,0,14,4,1,1,4,0,0,1,0
209304,30c57cce-ba26-4611-bba9-9e75eeccc7ec,,,,,,F,,C,2011-09-07 00:00:00,9,120,0,0,15,1,1,29,6,1,0,5,1,1,11,0
240379,27cf4842-f712-406a-b04a-3549924e125a,,,,,,M,,C,2013-09-04 00:00:00,9,132,5,0,3,0,0,4,1,0,2,6,3,1,10,1
255709,a83ceee0-6f83-4b66-9757-00a938fd034a,,,,,,M,,C,2012-09-06 00:00:00,10,127,5,0,12,4,0,23,1,0,1,2,2,0,17,0
188455,b5e8e223-ef17-4f5e-bb75-7b768067ef2c,,,,,,F,,Leaver,2013-09-05 00:00:00,Leaver,101,1,0,3,1,1,32,2,0,1,2,1,1,7,0
199180,251e59d2-a0bf-44f7-b5b1-3834b3b7ecde,,,,,,F,,C,2013-04-22 00:00:00,11,128,7,0,8,2,1,4,2,1,1,1,1,1,0,0
188770,638128ca-bfe3-4b21-a8cf-e5268f63d2ad,,,,,,M,,C,2011-09-06 00:00:00,11,125,2,0,13,1,0,8,1,1,0,5,2,1,8,0
228917,30a04b3e-49f6-4319-9b3d-95712dfdc3d2,,,,,,M,,C,2013-09-04 00:00:00,12,130,7,0,3,1,0,18,1,1,0,2,3,0,3,0
174986,83de18c0-8c69-4dfc-b598-866e0b012954,,,,,,M,,C,2011-09-06 00:00:00,Leaver,126,9,0,0,0,0,29,2,0,2,2,0,1,4,0
195406,f4550c7d-1ebc-4d0e-b8f2-0798733b7685,,,,,,M,,Leaver,2013-09-03 00:00:00,12,111,1,0,3,3,0,11,8,1,3,4,1,0,6,0
224290,e20481ef-aee3-4406-8ba7-1d95e2bc35a3,,,,,,F,,Leaver,2010-09-02 00:00:00,10,107,2,0,4,0,0,24,0,1,2,1,2,1,4,0
207890,d921f9a8-7dba-4cb4-8068-21f7ebddd1a6,,,,,,F,,C,2012-09-06 00:00:00,12,99,0,0,8,4,0,33,4,1,0,4,0,1,4,0
203528,f69c4d42-b909-4fc6-bfcd-42d838f3f570,,,,,,M,,C,2010-09-02 00:00:00,10,90,2,0,2,1,1,19,2,2,2,1,0,0,3,0
170082,b30fd59e-2395-4f51-837d-4db93c999c6a,,,,,,M,,Leaver,2013-09-03 00:00:00,10,134,5,0,8,0,0,19,5,1,2,3,1,0,5,1
172195,82dd5024-75ad-4943-8cab-9e1cadf4e39f,,,,,,F,,Leaver,2012-09-05 00:00:00,10,124,4,0,6,2,0,43,2,0,1,2,2,0,2,0
203542,61cb289c-5589-4e40-b752-5e9a5e6a0016,,,,,,M,,C,2013-09-03 00:00:00,10,111,1,0,16,2,0,13,0,1,2,4,1,1,9,0
151589,ff367e53-a3bb-4cd6-a618-69aadd3e7409,,,,,,M,,C,2010-09-02 00:00:00,10,113,3,0,1,2,0,12,3,1,1,3,1,1,10,0
170356,723297d0-be36-4c00-b622-fdc9ea6669b5,,,,,,M,,C,2013-09-04 00:00:00,11,120,2,0,9,1,0,13,1,3,3,2,3,1,4,0
174578,634c7117-e70a-4826-9f6a-028fcc8c65d2,,,,,,M,,C,2011-09-05 00:00:00,8,137,7,0,21,0,1,3,1,1,0,0,1,1,5,0
187609,cadf6b35-9188-4e58-b42e-12d4f56f36d4,,,,,,M,,Leaver,2011-09-07 00:00:00,12,75,6,0,1,0,0,52,3,1,1,0,3,1,7,0
172426,c397b071-befe-4b12-b64d-00eda3897a95,,,,,,M,,C,2014-09-03 00:00:00,9,131,2,0,6,1,0,9,0,1,1,3,2,0,7,0
139600,05677b6d-8c66-4388-89c6-59dc177ca7a6,,,,,,F,,C,2014-09-04 00:00:00,11,119,1,0,3,1,1,17,0,2,0,0,3,0,1,0
244377,e9121608-3299-4482-bdc8-5a9cf5d101c9,,,,,,M,,Leaver,2012-09-04 00:00:00,9,91,1,0,20,0,1,27,4,0,2,0,1,1,8,0
159168,e97649d3-4924-4a92-83b4-2e4e3266447b,,,,,,M,,C,2010-09-02 00:00:00,12,123,1,0,3,0,0,28,3,0,1,0,3,1,3,0
198040,e630ec87-ba01-4aab-97bf-d8aa24e25830,,,,,,F,,C,2012-09-05 00:00:00,10,133,2,0,7,1,0,6,1,1,0,7,2,0,2,0
147201,d816fe09-5e13-440f-83ec-94220fb1cb4a,,,,,,F,,C,2012-04-01 00:00:00,12,99,4,0,6,1,0,1,1,1,3,5,3,0,14,0
186477,71b0aafa-7bb2-42d7-b858-291490c1024d,,,,,,M,,C,2014-09-04 00:00:00,Leaver,108,2,0,8,2,0,41,1,0,2,2,2,1,0,0
233108,356ffeef-a8a6-4709-8e09-16671bb9f5e9,,,,,,F,,C,2011-09-06 00:00:00,11,118,8,0,6,1,0,1,1,0,1,6,2,0,10,0
176141,f39ab3dd-c58b-4da2-ad8c-d71d68b5e931,,,,,,M,,Leaver,2015-05-04 00:00:00,12,129,8,0,3,0,0,7,1,1,2,3,0,0,10,0
175758,b25e53f0-4197-4bfa-97cd-93ba1779bc88,,,,,,F,,C,2014-09-08 00:00:00,12,124,0,0,4,1,1,24,5,1,1,5,0,1,5,0
201153,6d204372-f705-4049-927a-9564f1aaef1d,,,,,,F,,C,2010-09-01 00:00:00,Leaver,106,7,0,8,2,0,52,3,1,1,0,1,1,2,0
256741,f72e383d-1f2c-4552-9a04-2ab83bbc0ad9,,,,,,M,,C,2012-09-06 00:00:00,8,138,2,0,14,0,1,2,2,1,3,2,3,0,4,1
198112,1ab9eabc-4ed0-4d8a-a9a8-d390c60aeaf7,,,,,,M,,C,2012-09-01 00:00:00,8,138,2,0,15,3,1,1,0,0,2,2,1,1,4,0
192754,82fb8807-7a01-48e0-835c-0a0e623dfd13,,,,,,M,,Leaver,2013-09-03 00:00:00,Leaver,82,8,0,3,3,0,34,1,0,1,2,3,0,7,0
220916,8349141e-becb-4520-b6c8-a4898e899415,,,,,,F,,C,2014-09-03 00:00:00,10,116,1,0,13,1,0,17,0,1,3,5,1,1,8,0
171354,e61bcae8-cdc4-48e5-a091-13d5244c0204,,,,,,M,,C,2011-09-06 00:00:00,10,135,4,0,16,1,1,17,1,0,1,2,2,1,11,1
224431,ff82d2b8-c794-4933-8eaf-b6434f6ac547,,,,,,M,,C,2011-09-05 00:00:00,11,121,1,0,5,0,0,8,1,1,1,2,1,0,1,0
202899,586b4687-0dcd-43bf-b9f6-b05bac0530d6,,,,,,F,,Leaver,2011-09-07 00:00:00,10,90,0,0,1,1,0,22,1,1,1,1,2,2,2,0
162441,d042f2c3-8251-4d02-907e-d31248f881dd,,,,,,F,,M,2010-09-02 00:00:00,7,130,0,0,16,2,0,36,2,1,2,3,0,0,7,0
235104,57432113-6e52-4c75-a5ca-879216ca11b4,,,,,,M,,Leaver,2010-09-02 00:00:00,10,93,3,0,13,1,0,10,2,1,1,3,2,0,1,0
214694,3f799b97-d79e-448a-9bf5-3947575bbb64,,,,,,M,,C,2013-09-04 00:00:00,8,140,5,0,10,0,0,0,1,0,0,0,1,0,3,0
199340,740b1d97-dc12-4044-8a26-0bf8bb8958e9,,,,,,F,,C,2010-09-01 00:00:00,8,139,1,0,4,0,0,3,1,0,3,1,0,0,5,1
165554,078bd55f-f3b3-4e0c-94fd-f9546f62f0dd,,,,,,F,,C,2014-09-22 00:00:00,9,138,1,0,1,0,0,14,1,1,1,1,2,1,9,0
192899,8975d5a1-6c23-401f-b637-19d37a74f909,,,,,,F,,C,2012-09-06 00:00:00,10,139,1,0,17,4,0,6,1,0,0,0,3,1,13,0
164087,c5bb0a48-93eb-40bf-b743-5af4846dd087,,,,,,M,,C,2015-09-28 00:00:00,9,114,7,0,0,3,0,6,0,0,0,2,2,0,1,0
187427,a7e80711-802a-4c63-81d4-1576289b3c77,,,,,,F,,C,2014-09-04 00:00:00,11,118,1,0,3,2,0,19,0,1,1,3,0,0,6,0
233477,2ca6dd0e-ce95-48e5-87de-f4c0ed940782,,,,,,F,,C,2013-09-04 00:00:00,11,138,9,0,2,0,1,1,3,1,2,1,0,0,8,0
217343,82406405-ad34-4c7e-b0f5-6a98ddabb275,,,,,,F,,C,2011-09-07 00:00:00,9,127,2,0,7,3,0,18,5,0,1,5,4,0,7,1
