establishment_number,upn,surname,forename,middlenames,preferred_surname,former_surname,gender,date_of_birth,enrol_status,entry_date,nc_year_actual,termly_sessions_possible,illness_authorised,medical_authorised,religious_authorised,study_leave_authorised,traveller_authorised,holiday_authorised,excluded_authorised,other_authorised,holiday_unauthorised,late_unauthorised,other_unauthorised,unknown_unauthorised
150254,13ffd745-4361-44d2-af40-13cc8ebfe63b,,,,,,M,,C,2013-09-03 00:00:00,8,133,,,,,,,,2,,,,
217409,1a708242-b9f8-4784-bde1-5cf4a165f164,,,,,,M,,C,2017-03-06 00:00:00,10,132,10,1,,,,,,,,,,
212069,e6d6184f-1242-4717-be41-8533d96df732,,,,,,M,,C,2017-09-01 00:00:00,8,139,7,1,,,,,,,,,,
175702,4821bbbe-36a4-4252-9bc2-f3fc0fdbf80b,,,,,,M,,C,2017-09-06 00:00:00,12,116,,,,,,,,,,,,
141661,66e515c2-0260-4ca3-8e6b-bbc1b61556c2,,,,,,M,,C,2017-09-04 00:00:00,Leaver,128,14,1,,,,,,1,,,,
162342,1b386915-ca55-4da2-820e-a516208a83ed,,,,,,F,,C,2013-09-04 00:00:00,9,139,8,1,,,,,,,,,,
205751,980763e8-435a-47b8-9dd2-d1fc3540e235,,,,,,M,,C,2013-09-04 00:00:00,9,124,10,2,,,,,,,,,,
257116,cd2d6026-ae5b-4267-b628-594049954803,,,,,,F,,C,2015-09-01 00:00:00,Leaver,139,10,,,,,,,,,,,
188796,4547b9bf-9e03-4654-a8cb-6b3750f4d7eb,,,,,,F,,C,2015-09-01 00:00:00,9,135,11,,,,,,,,,,4,
178307,23aab885-8995-4541-bcd0-a185dd6de24a,,,,,,F,,C,2017-09-05 00:00:00,7,120,10,,,,,,,,,,,
186251,e1e53647-35d1-420c-b95a-322786103a89,,,,,,M,,C,2016-09-05 00:00:00,10,137,5,,,,,,,2,,,,
238578,e64f664e-fb0f-4a40-b595-04106f0b2f4e,,,,,,M,,Leaver,2017-09-06 00:00:00,7,135,,1,,,,,,2,,,,
173935,8c40f9a7-def4-4033-92ae-3729b0ed355e,,,,,,M,,C,2015-09-04 00:00:00,9,121,,,,,,,,3,,,3,
203810,045c8635-293e-4028-be06-93baecd58398,,,,,,F,,C,2015-09-01 00:00:00,9,102,,,,,,,,3,,,3,
190331,144c295f-86fa-44f3-9b22-2fcef134b076,,,,,,M,,C,2017-09-04 00:00:00,7,128,9,,,,,,,,,,,
186234,80e1b690-70c5-4b3c-a248-490cd43afd43,,,,,,M,,C,2014-09-04 00:00:00,10,136,,,,,,,,2,,,,
222871,f4cbf458-0c53-43e1-9981-47273178947f,,,,,,F,,Leaver,2016-09-01 00:00:00,8,134,,1,,,,,,,,,,
227559,e8950f3b-797e-4fb4-9a2f-f4b1dbf1bd57,,,,,,F,,Leaver,2017-09-06 00:00:00,9,136,,,,,,,,1,,,,
161582,eaebf9d6-25ad-44e2-b73c-6ded0e8f4bac,,,,,,M,,C,2015-09-02 00:00:00,11,123,10,2,,,,,,,,,,
228179,307cb177-8a0a-4c40-a323-151130ed71ab,,,,,,F,,C,2013-09-04 00:00:00,9,134,3,,,,,,,,,,,
201030,4087d0b4-8fe4-4e54-a57e-977fd7869752,,,,,,F,,C,2015-09-01 00:00:00,10,119,7,1,,,,,,,,,,
154134,ae5cf019-14ea-4fbd-9696-7ec00fb683e1,,,,,,F,,C,2014-09-04 00:00:00,Leaver,125,3,,,,,,,4,,,4,
223134,cc6d568d-8876-46cd-bf63-ea0f03fcab1a,,,,,,M,,Leaver,2017-09-06 00:00:00,10,139,,1,,,,,,,,,,
196245,3c67d4c1-5a81-48e3-9aad-baa2fa0c69ed,,,,,,F,,S,2013-09-04 00:00:00,9,131,4,,,,,,,,,,,
204077,e6e82bd7-b90f-4296-9682-9e31d3d2fa72,,,,,,F,,Leaver,2013-09-05 00:00:00,9,136,1,,,,,,,5,,,,
230536,98222138-6969-4923-b214-a4d88c492d2e,,,,,,F,,C,2015-09-04 00:00:00,11,108,1,,,,,,,,,,,
262371,2b6986a8-67cd-461a-80ba-9a53df6814e5,,,,,,M,,Leaver,2013-09-04 00:00:00,9,132,,1,,,,,,,,,,
166390,dc18dbf3-9ac2-49d6-a683-c183c8604e15,,,,,,F,,C,2016-09-05 00:00:00,9,134,,1,,,,,,,,,,
191776,0a74356f-91cb-4772-9f33-6d7be1a256cd,,,,,,M,,C,2014-09-03 00:00:00,11,125,,2,,,,,,4,,,,
166536,26ad7859-5f73-4d4d-8635-f31e317fb3b9,,,,,,F,,C,2015-09-04 00:00:00,Leaver,139,,,,,,,,,,,,
164312,ed164826-1c1b-43e5-8814-5107757381de,,,,,,M,,C,2014-09-05 00:00:00,8,135,3,1,,,,,,,,,,
231957,00d031ab-545f-402a-b38c-77680b37e3c2,,,,,,F,,C,2015-09-03 00:00:00,10,125,,,,,,,,,,,,
271975,8be24603-7450-44d4-b305-c914922d889f,,,,,,M,,C,2014-09-01 00:00:00,10,132,13,,,,,,,,,,,
204471,763c6348-6a28-4f25-8a3e-3a51defd786b,,,,,,F,,C,2014-10-13 00:00:00,Leaver,141,,,,,,,,,,,,
161470,66dbe29b-5572-4b10-b19f-555336e66fd2,,,,,,F,,Leaver,2015-09-04 00:00:00,9,118,6,2,,,,,,2,,,4,
199425,26614928-128c-40b4-b926-0eb1d462ddd6,,,,,,M,,C,2015-06-03 00:00:00,7,114,,1,,,,,,,,,4,
160926,5c6e93ac-d0e0-454d-940a-5738d8be60d9,,,,,,M,,C,2013-09-03 00:00:00,11,134,15,1,,,,,,,,,,
193222,10a16821-4fac-4109-8213-65d8b11fb61c,,,,,,M,,C,2014-09-03 00:00:00,9,133,,,,,,,,,,,,
182469,b8d914b6-baab-420a-8e45-7877e73ec647,,,,,,F,,C,2017-09-06 00:00:00,8,131,7,1,,,,,,,,,5,
232760,10d1f7c4-0849-4d4d-945b-567cc1734b90,,,,,,M,,C,2015-11-05 00:00:00,7,139,3,1,,,,,,3,,,,
185988,d9f7a8b4-bee8-46e0-82c9-66e7dcac3f9b,,,,,,F,,C,2014-09-03 00:00:00,9,123,4,,,,,,,2,,,,
225361,89d1b619-b256-4a73-bf70-ff8b447033f7,,,,,,F,,C,2014-09-04 00:00:00,10,140,,,,,,,,,,,,
181089,7aa95703-6825-4387-9c90-5a7f04e72f5b,,,,,,F,,C,2014-09-02 00:00:00,7,115,,2,,,,,,,,,,
244467,9926bfd9-c4ce-40cd-8846-5132b6b15732,,,,,,M,,Leaver,2013-09-03 00:00:00,11,141,,2,,,,,,,,,,
143633,d8b56ef0-eb3c-44ba-bca8-f8d01607cc26,,,,,,F,,Leaver,2013-09-04 00:00:00,11,125,6,1,,,,,,,,,,
140616,1e08971a-2975-451f-be1b-56bc9e81366a,,,,,,M,,Leaver,2015-09-04 00:00:00,7,113,,1,,,,,,,,,,
150107,3e68222b-f17d-4aa8-b80d-bf3580d11f78,,,,,,F,,C,2016-09-05 00:00:00,10,137,,,,,,,,,,,,
147061,f21b0f7e-d6c8-44fa-aeb9-d0f19b807f7e,,,,,,F,,C,2015-09-04 00:00:00,11,121,,,,,,,,2,,,,
207011,b25d0146-0508-4da4-a25d-01a452bcba65,,,,,,M,,Leaver,2013-09-02 00:00:00,11,135,,,,,,,,2,,,,
227648,684cca8d-3f98-48b5-b91a-6c4eabfeebe2,,,,,,M,,C,2014-09-09 00:00:00,10,120,7,,,,,,,,,,6,
249578,213ff459-471a-4550-a0c6-d91ff54dbf32,,,,,,F,,C,2017-09-06 00:00:00,10,121,8,1,,,,,,,,,,
220690,ffa67a31-c136-4d01-8721-926e454483ec,,,,,,F,,C,2014-09-22 00:00:00,10,129,4,2,,,,,,,,,,
201733,a49dcaad-e001-4e06-811a-936aa77e7f04,,,,,,M,,C,2013-09-05 00:00:00,9,135,7,,,,,,,,,,8,
173476,540fda88-0886-43be-8920-ce74e1ee3b89,,,,,,F,,C,2014-09-03 00:00:00,8,131,2,2,,,,,,2,,,,
177435,0089dd76-33cf-4d98-9e28-da72dce06e84,,,,,,F,,C,2017-10-12 00:00:00,7,119,,2,,,,,,4,,,,
157206,36b133bc-ffd7-43cc-997d-c32432a9bb9a,,,,,,F,,C,2013-09-02 00:00:00,10,117,,1,,,,,,4,,,,
177224,9f2f23c3-ce3b-4b43-aad5-3f5acdf8f61b,,,,,,F,,C,2016-09-05 00:00:00,9,137,12,,,,,,,,,,2,
166501,df1950f1-1ab9-4d38-9705-f7fa09bec23b,,,,,,M,,Leaver,2013-09-03 00:00:00,Leaver,115,10,2,,,,,,,,,2,
213786,00ddbf32-e87c-46b4-a5ef-a132da7fe85c,,,,,,M,,C,2017-09-04 00:00:00,11,129,,2,,,,,,,,,,
212432,707fe31f-95cd-457a-b64f-934228b3fa29,,,,,,F,,Leaver,2008-09-03 00:00:00,10,134,,,,,,,,,,,,
198505,44427768-4703-413a-884d-a3d620caa2fc,,,,,,F,,C,2015-09-01 00:00:00,8,124,7,1,,,,,,4,,,,
173857,d921e75d-e2a1-479f-a808-8c41375c6b05,,,,,,F,,C,2015-09-03 00:00:00,7,130,,,,,,,,2,,,8,
176471,9927b582-12dc-4c9f-80b8-b90dea113137,,,,,,M,,Leaver,2016-09-05 00:00:00,10,138,5,,,,,,,2,,,,
209616,0ac6bf16-819d-4436-b8c2-2f8af792b300,,,,,,F,,C,2014-09-04 00:00:00,8,126,,1,,,,,,2,,,,
192654,10a9dd1b-6312-472f-bfb7-9732b8aef2e6,,,,,,F,,Leaver,2017-09-04 00:00:00,7,118,4,2,,,,,,4,,,,
175303,abda9ae7-16d4-463d-b7be-a5ebd6b614d1,,,,,,M,,C,2016-09-05 00:00:00,9,140,11,,,,,,,3,,,,
224564,e1874f43-4de4-4f4b-b189-cd4ceb9214f4,,,,,,F,,Leaver,2015-06-01 00:00:00,9,130,,2,,,,,,2,,,,
191091,5c25b8b4-27b4-435d-9c7a-b7632d34893d,,,,,,M,,C,2016-09-01 00:00:00,10,121,5,,,,,,,4,,,,
176375,b6ed991a-5265-4928-a546-f348e08ef2a0,,,,,,M,,Leaver,2016-11-28 00:00:00,7,108,,,,,,,,,,,,
173942,5b5ec930-3934-409d-97a4-e9c4ca8c7e08,,,,,,F,,C,2013-09-01 00:00:00,8,119,,,,,,,,2,,,,
222918,945480c8-3078-4134-9a7a-25aa612ff5a6,,,,,,F,,C,2013-09-04 00:00:00,8,140,,,,,,,,2,,,,
189552,3f802324-4afa-4ac2-9f45-94948e28fc35,,,,,,F,,C,2017-09-06 00:00:00,9,139,6,1,,,,,,,,,3,
166336,6f355e57-a196-44c0-9741-0098ebb4d87a,,,,,,M,,C,2015-09-03 00:00:00,8,131,8,1,,,,,,,,,,
166882,e1741450-a074-4ccb-b5a9-dd0cd0bb59e6,,,,,,F,,C,2013-09-05 00:00:00,11,134,5,,,,,,,,,,,
213388,0891c5e4-78ce-45f7-9fa2-921ea58445c2,,,,,,M,,C,2017-09-04 00:00:00,7,134,1,,,,,,,,,,,
203188,be84b3bc-dd7c-49b1-88b1-fc4f8f355a82,,,,,,M,,C,2015-09-01 00:00:00,8,115,6,2,,,,,,,,,,
202923,b8caed8e-1ceb-4ec0-8d05-eb8438f54d68,,,,,,F,,C,2017-09-06 00:00:00,9,137,,,,,,,,,,,,
216044,cce4ebe2-865a-48bc-8ad0-680f53b5fbf6,,,,,,M,,C,2017-10-12 00:00:00,8,128,8,2,,,,,,,,,4,
226296,64bbffc8-6617-48d6-b0f1-2a173430d362,,,,,,M,,C,2017-09-06 00:00:00,11,126,14,,,,,,,,,,,
198539,86a0a3b0-2e66-4bfc-b2f5-a1f1bb651846,,,,,,M,,C,2013-09-05 00:00:00,10,112,6,1,,,,,,3,,,,
175151,8a87eca5-6d0a-4d9d-ab4c-6144e3d25ce6,,,,,,F,,C,2014-09-03 00:00:00,9,128,,,,,,,,3,,,,
175953,b82127e5-728e-402c-9912-4131c49cc866,,,,,,M,,C,2013-09-05 00:00:00,8,122,,1,,,,,,3,,,,
238752,92e296e6-1070-463f-838c-a0c617fb8d29,,,,,,M,,C,2014-09-02 00:00:00,9,129,,,,,,,,3,,,5,
93311,bb7fc916-c24c-4aa7-91ab-3fd819dba638,,,,,,F,,C,2014-09-03 00:00:00,8,131,,1,,,,,,,,,,
244592,7c2b7ada-468e-4b87-8f3c-98925df742ec,,,,,,M,,C,2017-09-04 00:00:00,7,137,10,2,,,,,,,,,,
133541,ca026d8a-97f5-4d9b-bcf0-a9c3aad83c2a,,,,,,F,,C,2016-09-01 00:00:00,10,106,3,,,,,,,,,,,
131408,5198d2bf-f469-44c1-a541-eab5586f95b7,,,,,,M,,C,2015-09-03 00:00:00,10,119,8,,,,,,,,,,,
224047,17a7923a-c819-40b1-853d-fc658bf857f6,,,,,,F,,Leaver,2013-09-03 00:00:00,10,139,6,,,,,,,,,,,
217758,5c80c941-7510-4f3b-a06a-c22cd7159041,,,,,,M,,C,2017-06-14 00:00:00,8,139,4,1,,,,,,,,,4,
161426,f36c4903-e12e-4487-a015-bc44d1f7a8df,,,,,,M,,Leaver,2016-10-05 00:00:00,8,132,8,,,,,,,3,,,3,
189781,92e7edde-3fe8-4301-b753-cc5037b8cdce,,,,,,M,,Leaver,2016-09-05 00:00:00,12,123,6,,,,,,,,,,2,
180552,4db74a51-5d4a-4b2a-aec6-7442f9b25676,,,,,,M,,C,2014-09-03 00:00:00,8,131,5,,,,,,,,,,,
216228,0c50889f-3e2a-4be7-9450-531a799a3a2c,,,,,,M,,C,2016-09-01 00:00:00,7,133,,,,,,,,,,,,
224069,4387d5b1-5279-4993-a85e-1d9d2c92271f,,,,,,M,,C,2016-09-01 00:00:00,9,139,2,,,,,,,,,,,
250958,c77cb635-73dd-4c3c-b1b8-3691d77f04b0,,,,,,M,,C,2013-10-07 00:00:00,10,130,,,,,,,,4,,,,
228561,e4ad193c-9606-4a05-adee-9271f02c77c3,,,,,,F,,C,2015-09-01 00:00:00,7,138,5,,,,,,,3,,,,
137458,cf0f707b-b3ff-4950-aed4-e9da5dc0487a,,,,,,M,,C,2017-09-06 00:00:00,11,138,3,1,,,,,,2,,,,
190162,cec11e07-4892-47e9-8fb5-7d52d02c4c5f,,,,,,F,,Leaver,2015-09-01 00:00:00,7,136,1,,,,,,,,,,,
216992,1deb0779-3733-442f-b77d-2d9115e9954e,,,,,,M,,Leaver,2014-09-05 00:00:00,9,139,12,,,,,,,,,,,
153188,2e203a00-c9b4-4494-b1e9-b6b3ce9c50b4,,,,,,M,,C,2015-09-04 00:00:00,7,121,,,,,,,,,,,,
247770,66ef6046-1b15-4299-b76a-b0ef91871d31,,,,,,F,,C,2015-09-01 00:00:00,9,139,,,,,,,,,,,,
132015,48e3e1ea-4be7-4c48-932a-f6554fa230f5,,,,,,M,,C,2015-09-03 00:00:00,8,141,3,2,,,,,,3,,,7,
189839,57621b0c-74f7-433c-b5d3-131de5ed4fe5,,,,,,M,,C,2016-09-02 00:00:00,7,117,14,,,,,,,,,,,
216532,82a68425-12d0-4f85-bf36-1f4d7c9c0300,,,,,,F,,C,2016-09-05 00:00:00,8,119,5,,,,,,,,,,,
170726,ea47d5c3-09a5-4efa-87be-7f760c5e11a7,,,,,,M,,C,2015-09-03 00:00:00,8,131,,2,,,,,,4,,,,
155641,039e7c39-4b5a-4de8-be21-4470fc369420,,,,,,F,,C,2013-09-04 00:00:00,11,123,3,3,,,,,,2,,,,
226280,a447c56e-7494-4a24-b29d-3ac69b1a7afd,,,,,,F,,C,2014-09-03 00:00:00,7,140,,,,,,,,4,,,,
195307,54784f22-ded1-4dc2-80b1-ba73282aa75e,,,,,,F,,C,2016-05-11 00:00:00,10,136,1,1,,,,,,,,,,
193543,e6c4638e-e6f6-4e1b-8d6a-b7f041393064,,,,,,M,,C,2015-09-01 00:00:00,11,123,7,2,,,,,,2,,,,
248860,29db39fe-3318-4c78-9e5c-6ae7b7e1ea88,,,,,,M,,Leaver,2015-09-03 00:00:00,8,138,3,,,,,,,,,,,
203947,bdf91c8d-2a7d-47cf-96b3-655049e012a9,,,,,,M,,C,2013-09-02 00:00:00,7,138,,2,,,,,,,,,,
192159,ee0ae184-f68c-4047-8eb0-b0d71bb8bfb1,,,,,,F,,C,2014-09-03 00:00:00,10,132,5,2,,,,,,,,,,
236574,7ec8aefa-8578-48a1-a7ce-7e243c26da60,,,,,,M,,C,2017-09-06 00:00:00,9,136,,1,,,,,,,,,,
186752,75417e1c-471b-4cfc-8e65-b4eb934255ac,,,,,,F,,Leaver,2014-09-03 00:00:00,7,134,,1,,,,,,,,,,
131726,4f6f7e0d-c837-44e0-8969-c6ae7d99a6d1,,,,,,F,,Leaver,2017-10-31 00:00:00,9,134,,1,,,,,,,,,,
199202,b234d828-c017-4418-87c1-323fad46955f,,,,,,M,,C,2015-09-03 00:00:00,10,127,,,,,,,,,,,,
190339,54ba4438-98c5-4252-91a1-7cf3293bb541,,,,,,F,,S,2016-09-05 00:00:00,8,136,,,,,,,,,,,,
185269,a2150fe9-3753-4a05-b939-f4816e625504,,,,,,M,,C,2013-09-05 00:00:00,7,130,,,,,,,,,,,,
177118,567cc89f-8f41-4c90-9808-af4cfe961a5e,,,,,,F,,C,2015-05-11 00:00:00,10,133,1,1,,,,,,,,,,
187623,7e9bf0e7-7f22-406d-b96d-466c9e8cce57,,,,,,M,,C,2017-09-06 00:00:00,9,139,,1,,,,,,,,,,
224082,f4bb4760-8a5f-4263-8d2f-741a9b7700c7,,,,,,M,,C,2014-06-26 00:00:00,7,131,,,,,,,,,,,,
204860,04cca6e5-0b12-43ce-8f7f-21c323cc0c13,,,,,,F,,C,2015-09-03 00:00:00,11,126,,2,,,,,,,,,,
141352,0aaf87de-a0f0-443e-87cc-6fde5d18acd8,,,,,,F,,C,2016-09-01 00:00:00,8,121,,,,,,,,,,,,
169191,5aac9536-16a0-44c0-bdab-9af0dcc152dc,,,,,,M,,C,2015-09-01 00:00:00,10,131,,,,,,,,,,,,
158034,1beeb5c6-6c69-4262-a9c5-74727ae8a1e0,,,,,,M,,C,2017-09-05 00:00:00,8,124,7,,,,,,,,,,,
146884,d16fb8d9-c1b8-47d9-a931-da3902a75a5e,,,,,,F,,C,2015-09-03 00:00:00,7,131,,2,,,,,,,,,,
175309,fadb52a9-fdfd-4103-b72a-d3139e4c1773,,,,,,F,,C,2015-09-04 00:00:00,8,133,2,,,,,,,2,,,,
161949,c234aa76-4f91-42fb-a93f-05049ac427bf,,,,,,M,,C,2013-09-02 00:00:00,11,109,,,,,,,,,,,,
246641,d3b3d0c4-08fa-474e-84a6-ac3b36b52b16,,,,,,M,,C,2014-09-09 00:00:00,Leaver,106,,,,,,,,2,,,5,
193454,8fb47082-efc1-4533-846c-68ad0dfda1a7,,,,,,F,,Leaver,2015-09-03 00:00:00,Leaver,137,,,,,,,,2,,,,
231990,a2da6e07-a2dc-42e2-ab55-bfb2ff524ea4,,,,,,F,,C,2013-09-01 00:00:00,7,140,16,1,,,,,,,,,,
208419,1d92756c-3b8b-466c-ae3b-a555dd234c06,,,,,,M,,C,2013-09-05 00:00:00,Leaver,134,2,,,,,,,4,,,3,
130240,38bc2676-15db-4f3a-baec-c709b0841ebb,,,,,,M,,C,2016-04-25 00:00:00,9,108,3,3,,,,,,,,,,
179982,0a732e94-151d-43f2-b403-cb8863c84d94,,,,,,F,,C,2016-09-05 00:00:00,11,128,13,2,,,,,,,,,,
232011,cf927d52-191a-4e4f-afcb-2e04d8f81c6b,,,,,,M,,Leaver,2013-09-05 00:00:00,7,115,6,,,,,,,3,,,2,
187763,904deeae-893c-449c-8748-c8024cce469a,,,,,,M,,C,2015-09-01 00:00:00,10,131,,,,,,,,,,,8,
206031,fb12084b-872b-4af6-99bb-29ce792adbca,,,,,,M,,C,2015-09-01 00:00:00,8,135,,,,,,,,,,,7,
210253,719bfa81-ae0c-407d-807a-d9d776fbdddf,,,,,,F,,C,2017-09-04 00:00:00,8,107,7,,,,,,,,,,,
173967,3a1727b4-5b70-443f-975d-3049ac68cc29,,,,,,M,,C,2016-09-01 00:00:00,8,139,,,,,,,,,,,,
121773,1c0327fe-20a8-451f-81a0-87a18e9b2241,,,,,,F,,C,2015-09-01 00:00:00,12,119,13,,,,,,,,,,,
188194,04d05e4e-8e9a-4ff9-8412-f7c6764ce333,,,,,,M,,C,2013-09-04 00:00:00,8,124,9,2,,,,,,,,,3,
201441,bf85da69-8048-4783-9de5-dd66cfdb897f,,,,,,M,,Leaver,2015-09-04 00:00:00,11,125,3,,,,,,,,,,,
175949,55d8e233-aaea-4fe0-be57-45a7d1319641,,,,,,M,,C,2017-09-06 00:00:00,10,134,6,,,,,,,,,,,
206699,48de2064-9a7b-4267-a9a5-9dbadbf8d01d,,,,,,M,,C,2015-09-01 00:00:00,9,136,,1,,,,,,,,,,
198019,bf694f91-df28-4bfb-8f0a-d38c2b786479,,,,,,F,,C,2016-09-05 00:00:00,12,119,8,1,,,,,,4,,,5,
179204,3847bf2c-a25e-4675-b4e6-6dbdf176095d,,,,,,M,,C,2014-09-02 00:00:00,9,138,5,,,,,,,5,,,5,
181604,957dc075-8bce-4899-9cac-68a1c0ff04f0,,,,,,F,,C,2017-09-01 00:00:00,8,136,,,,,,,,3,,,,
152805,6fb60b5b-1ad9-47b9-b416-980b2592488a,,,,,,M,,C,2015-09-04 00:00:00,10,113,,1,,,,,,5,,,,
152728,7357c774-d740-45d9-9dc6-24f5da3c512b,,,,,,M,,C,2015-09-04 00:00:00,10,129,,,,,,,,,,,6,
174961,00d19fe9-d14f-4bfd-adda-9942822c2081,,,,,,F,,C,2015-09-03 00:00:00,8,129,12,,,,,,,,,,,
138224,9cfe3561-ff40-4eb4-b775-6b6bb95ba65b,,,,,,F,,C,2013-09-03 00:00:00,10,114,,,,,,,,1,,,,
223265,3610a0c7-8cff-49ee-b0d3-023a7b70f61a,,,,,,M,,Leaver,2014-09-03 00:00:00,9,93,8,2,,,,,,,,,,
165806,5bb8f759-35f0-4aec-851e-ed5266daf8e8,,,,,,M,,C,2017-01-30 00:00:00,8,117,,,,,,,,,,,,
134247,ffd300cb-fe0c-441f-8086-41677365da9b,,,,,,M,,C,2017-09-01 00:00:00,8,123,8,1,,,,,,,,,,
215854,1e2bb966-80ec-4ffd-a4f2-4041173ae9b8,,,,,,F,,C,2017-09-05 00:00:00,10,122,,2,,,,,,2,,,3,
207676,3b758c57-28c1-4db7-a348-01391775fe9d,,,,,,M,,C,2015-09-03 00:00:00,8,135,6,,,,,,,,,,,
173225,deff7c76-9208-4831-8211-e9639b24f1ad,,,,,,F,,C,2017-09-04 00:00:00,7,139,,,,,,,,,,,,
178939,0c8f9ac8-5e83-49a8-9485-6d3d36bb5695,,,,,,F,,C,2017-10-02 00:00:00,9,134,8,,,,,,,,,,,
148928,6c16fdcc-1a71-4f20-b02c-49b9f73edaae,,,,,,M,,C,2016-09-05 00:00:00,7,121,,,,,,,,,,,,
219645,86f17a20-94c0-4f41-93fa-7e8d1d5cec7d,,,,,,M,,Leaver,2016-09-01 00:00:00,10,138,7,,,,,,,3,,,,
222816,7af58c4a-59a8-46ae-87d3-b2943f8ae2e3,,,,,,F,,C,2016-09-02 00:00:00,10,123,2,,,,,,,,,,,
178814,016cb0b6-5d9b-47fe-9045-7a96a5dc1c4e,,,,,,M,,Leaver,2015-09-04 00:00:00,10,128,,,,,,,,,,,,
217496,1b5c66d6-f470-4c59-b729-c56ebf159b4c,,,,,,F,,C,2013-09-05 00:00:00,7,134,,,,,,,,3,,,,
224340,5fadfa54-7915-4a02-b95e-2d6b5e519d65,,,,,,F,,C,2016-09-01 00:00:00,7,135,,,,,,,,2,,,6,
209845,fc5de8e3-ce25-4a94-8e2c-e27500ecde59,,,,,,F,,C,2016-09-05 00:00:00,7,141,3,,,,,,,,,,,
180572,464cdd40-b65a-4baf-99f1-ee8ca2480ead,,,,,,M,,S,2015-09-04 00:00:00,8,140,,1,,,,,,4,,,6,
191838,118b5e8e-7d52-460e-93e6-51fd9e75fdb6,,,,,,M,,C,2015-09-01 00:00:00,9,124,,,,,,,,,,,,
190365,07220d62-73ba-4396-8508-c9af498c7e8a,,,,,,F,,C,2017-09-04 00:00:00,9,138,2,2,,,,,,,,,,
197371,64373bba-882a-4f63-b75a-e34a82a58911,,,,,,F,,C,2017-02-27 00:00:00,9,135,17,,,,,,,2,,,,
254819,de1b2a80-7485-4159-b87c-a813772000a8,,,,,,M,,C,2015-09-04 00:00:00,Leaver,139,11,,,,,,,,,,,
108795,a95637f3-d579-4c3e-be3f-e0f7e2b6b787,,,,,,F,,Leaver,2014-09-04 00:00:00,8,112,,,,,,,,,,,,
86709,dc634e32-31af-44c8-be38-04af733e6aae,,,,,,M,,C,2016-09-01 00:00:00,9,124,6,,,,,,,3,,,,
220671,52e95c53-d128-4a6a-b0a8-5fa0e49d3840,,,,,,M,,C,2017-09-06 00:00:00,11,114,5,,,,,,,,,,,
194229,693931e1-8dd2-4d49-8c7a-abcb687966d4,,,,,,M,,C,2017-09-06 00:00:00,7,128,12,,,,,,,2,,,,
190108,7d4f0412-17cf-40b7-b319-b93d20a140b7,,,,,,M,,Leaver,2016-09-01 00:00:00,8,127,7,2,,,,,,,,,,
193051,f36c4903-e12e-4487-a015-bc44d1f7a8df,,,,,,M,,C,2015-09-04 00:00:00,11,139,15,1,,,,,,,,,,
181718,7a532dbf-967c-4ea8-b7ab-d7de9b682a9f,,,,,,M,,C,2016-09-01 00:00:00,7,138,4,,,,,,,,,,4,
201168,70d2fa9d-ee35-4a33-8f87-ea355cd6cff3,,,,,,M,,C,2017-12-14 00:00:00,9,123,12,,,,,,,2,,,6,
184028,95e7c762-6f1f-432a-89c3-0f82ac986cb4,,,,,,F,,C,2014-09-01 00:00:00,10,110,4,2,,,,,,,,,5,
256625,1d92572e-9099-499b-9755-0679b2140e4f,,,,,,F,,C,2017-01-30 00:00:00,8,122,14,2,,,,,,3,,,5,
166500,ff269b59-7f19-46fd-96ce-e37285e10190,,,,,,M,,Leaver,2015-09-04 00:00:00,11,127,12,1,,,,,,4,,,,
216297,542e4948-187b-4f7d-8d93-e594e1319bad,,,,,,F,,C,2017-09-01 00:00:00,Leaver,130,,,,,,,,2,,,6,
230236,383a7f29-07d2-47d4-8e3e-de8e9932c440,,,,,,F,,C,2016-09-05 00:00:00,8,134,1,,,,,,,,,,,
211293,44f6a1b3-91f1-420a-ad5b-0f8dc9834d05,,,,,,F,,C,2016-09-05 00:00:00,10,123,10,,,,,,,3,,,5,
203220,28dfc5fb-70fa-4689-8e96-6dfc4326df23,,,,,,M,,C,2013-09-01 00:00:00,10,105,,,,,,,,3,,,4,
238038,ccaeb8be-2c92-4b26-8f3c-11716ce3ab0c,,,,,,M,,C,2014-09-03 00:00:00,8,130,,,,,,,,,,,,
165723,70d2fa9d-ee35-4a33-8f87-ea355cd6cff3,,,,,,M,,C,2013-09-03 00:00:00,Leaver,141,,1,,,,,,,,,,
157219,377de69f-733e-4805-9a95-dbcab0749f7c,,,,,,F,,C,2014-09-04 00:00:00,11,125,,2,,,,,,2,,,,
190715,2b42a2e8-3189-4ff1-b32c-a69d7bfc69cb,,,,,,M,,C,2014-09-03 00:00:00,11,125,,,,,,,,1,,,5,
182272,3bb3a582-09d8-48e1-9ffc-24067637099b,,,,,,F,,C,2016-09-05 00:00:00,7,126,,2,,,,,,3,,,,
287054,43fd9e2c-6e31-47bf-8a31-b6116f95dbae,,,,,,M,,C,2013-09-04 00:00:00,7,138,3,,,,,,,,,,,
148385,29130f61-814c-4c4e-b6bc-904cad617ca7,,,,,,M,,Leaver,2017-09-01 00:00:00,7,139,,2,,,,,,,,,,
200212,3a3229fd-6fcf-42e8-8033-92c754b1ff60,,,,,,F,,C,2017-09-05 00:00:00,Leaver,114,,,,,,,,,,,,
